Bank	Address	Name	CallingConvention	RegisterInputs	RegisterOutputs	DirectMemoryWrites	Calls
11	AC4D	BattleActionServices_Entry_AC4D	Direct call from $11:$88C6; Direct call from $11:$8924		P		
11	AC5C	BattleActionServices_Entry_AC5C	Direct call from $11:$90DE; Direct call from $11:$A013; Direct call from $11:$A021; Pointer $11:$801A (25-entry code dispatch table; first target is $8032)	A	A,P		
11	AC79	BattleActionServices_Entry_AC79	Direct call from $11:$8969; Direct call from $11:$89CE		P		
11	ACB0	BattleActionServices_Entry_ACB0	Direct call from $11:$ACA2		P,X		
11	ACBF	BattleActionServices_Entry_ACBF	Direct call from $11:$8964; Direct call from $11:$89C9; Direct call from $11:$9716		P		$AD06
11	ACC4	BattleActionServices_Entry_ACC4	Direct call from $11:$B376		P		
11	ACDC	BattleActionServices_Entry_ACDC	Direct call from $11:$8952		P		$AD06
11	AD00	BattleActionServices_Entry_AD00	Direct call from $11:$ACD5; Direct call from $11:$ACE8	A	A,P		
11	AD06	BattleActionServices_Entry_AD06	Direct call from $11:$ACBF; Direct call from $11:$ACDC		P		
11	AD25	BattleActionServices_Entry_AD25	Direct call from $11:$88E2	A	A,P		
11	AD51	BattleActionServices_Entry_AD51	Direct call from $11:$8973; Direct call from $11:$89D8		P		$AD89
11	AD89	BattleActionServices_Entry_AD89	Direct call from $11:$AD51		P		
11	AE0A	BattleActionServices_Entry_AE0A	Direct call from $11:$810F; Direct call from $11:$837A; Direct call from $11:$A400; Pointer $11:$8026 (25-entry code dispatch table; first target is $8032)	A	A,P		
11	AE23	BattleActionServices_Entry_AE23	Pointer $11:$A472 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A474 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A476 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A478 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A47A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A47C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A47E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A480 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A482 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A484 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A562 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A57A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A57C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A57E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A58C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5A2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5A4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5F8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A608 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	AE24	BattleActionServices_Entry_AE24	Pointer $11:$A48C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$70,$7C,$7D	
11	AE28	BattleActionServices_Entry_AE28	Pointer $11:$A48E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$70,$7C,$7D	
11	AE35	BattleActionServices_Entry_AE35	Pointer $11:$A49C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A49E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4A0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4FC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	AE4E	BattleActionServices_Entry_AE4E	Pointer $11:$A4B6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4FA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	AE55	BattleActionServices_Entry_AE55	Pointer $11:$A4B8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A4DA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$72E4	
11	AE5E	BattleActionServices_Entry_AE5E	Pointer $11:$A486 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A488 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5F0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5F2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	AE65	BattleActionServices_Entry_AE65	Pointer $11:$A4BA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5DE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$BF2E
11	AE84	BattleActionServices_Entry_AE84	Pointer $11:$A4EE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$BF2E
11	AE8B	BattleActionServices_Entry_AE8B	Pointer $11:$A5B0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$BF2E
11	AE9D	BattleActionServices_Entry_AE9D	Pointer $11:$A48A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$7C,$7D	
11	AEBF	BattleActionServices_Entry_AEBF	Pointer $11:$A4E8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A522 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	AF9F	BattleActionServices_Entry_AF9F	Direct call from $11:$AEF6; Direct call from $11:$AEFF	A	A,P	$7D	
11	AFA6	BattleActionServices_Entry_AFA6	Direct call from $11:$AF55; Direct call from $11:$AF5E	A	A,P	$70	
11	AFAD	BattleActionServices_Entry_AFAD	Pointer $11:$A470 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A536 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5C2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	AFEA	BattleActionServices_Entry_AFEA	Pointer $11:$A4B2 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	AFF4	BattleActionServices_Entry_AFF4	Direct call from $11:$A84C; Pointer $11:$A4B4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5AC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P,X		$9D4F
11	AFFF	BattleActionServices_Entry_AFFF	Direct call from $11:$88FF		P		
11	B025	BattleActionServices_Entry_B025	Pointer $11:$A530 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B034	BattleActionServices_Entry_B034	Pointer $11:$A508 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A546 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A564 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A566 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A570 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A574 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A578 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5A0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5A8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5AA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5AE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5DC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B039	BattleActionServices_Entry_B039	Pointer $11:$A52A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B055	BattleActionServices_Entry_B055	Pointer $11:$A53C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$B07E
11	B077	BattleActionServices_Entry_B077	Pointer $11:$A53E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$B07E
11	B07E	BattleActionServices_Entry_B07E	Direct call from $11:$B055; Direct call from $11:$B077		P		
11	B0A4	BattleActionServices_Entry_B0A4	Pointer $11:$A558 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P	$6F,$7C	
11	B0B3	BattleActionServices_Entry_B0B3	Pointer $11:$A524 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	B0BA	BattleActionServices_Entry_B0BA	Pointer $11:$A54C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P		
11	B0BF	BattleActionServices_Entry_B0BF	Pointer $11:$A54E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P		
11	B0C4	BattleActionServices_Entry_B0C4	Pointer $11:$A550 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P		
11	B0C9	BattleActionServices_Entry_B0C9	Pointer $11:$A552 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P		
11	B0CE	BattleActionServices_Entry_B0CE	Pointer $11:$A554 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P		
11	B0E4	BattleActionServices_Entry_B0E4	Pointer $11:$A4EC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A538 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B0EB	BattleActionServices_Entry_B0EB	Pointer $11:$A556 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B11F	BattleActionServices_Entry_B11F	Direct call from $11:$AED0; Direct call from $11:$AF30; Direct call from $11:$B105		P		
11	B17C	BattleActionServices_Entry_B17C	Pointer $11:$A4F4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A50E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$96DB
11	B180	BattleActionServices_Entry_B180	Pointer $11:$A500 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B1D0	BattleActionServices_Entry_B1D0	Pointer $11:$A502 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	B1D7	BattleActionServices_Entry_B1D7	Pointer $11:$A560 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X	$6F,$7C	
11	B1DE	BattleActionServices_Entry_B1DE	Pointer $11:$A504 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B21F	BattleActionServices_Entry_B21F	Pointer $11:$A506 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B286	BattleActionServices_Entry_B286	Direct call from $11:$88E7		P		
11	B2F5	BattleActionServices_Entry_B2F5	Direct call from $11:$8907	A	A,P		
11	B31F	BattleActionServices_Entry_B31F	Direct call from $11:$974E; Direct call from $11:$B309		P		
11	B34C	BattleActionServices_Entry_B34C	Direct call from $11:$B2F1		P		
11	B365	BattleActionServices_Entry_B365	Pointer $11:$A590 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		A,P		
11	B372	BattleActionServices_Entry_B372	Pointer $11:$A580 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A584 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A588 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A598 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A59C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5C0 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B380	BattleActionServices_Entry_B380	Pointer $11:$A56C (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B392	BattleActionServices_Entry_B392	Pointer $11:$A56E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A592 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$B51D
11	B39C	BattleActionServices_Entry_B39C	Pointer $11:$A586 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		A,P,X		$9D4F
11	B3A4	BattleActionServices_Entry_B3A4	Pointer $11:$A594 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B3B6	BattleActionServices_Entry_B3B6	Pointer $11:$A56A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B3D4	BattleActionServices_Entry_B3D4	Pointer $11:$A596 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B3DE	BattleActionServices_Entry_B3DE	Pointer $11:$A5A6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B402	BattleActionServices_Entry_B402	Pointer $11:$A59A (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A,X	A,P,X		$BF2E
11	B41C	BattleActionServices_Entry_B41C	Pointer $11:$A59E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		$BF2E
11	B437	BattleActionServices_Entry_B437	Pointer $11:$A568 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B453	BattleActionServices_Entry_B453	Pointer $11:$A576 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B47F	BattleActionServices_Entry_B47F	Pointer $11:$A572 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		A,P		$B4A8
11	B4A8	BattleActionServices_Entry_B4A8	Direct call from $11:$B481; Direct call from $11:$B488; Direct call from $11:$B48F	A	P	$00	
11	B4C6	BattleActionServices_Entry_B4C6	Pointer $11:$A58E (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B4E4	BattleActionServices_Entry_B4E4	Pointer $11:$A582 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B51D	BattleActionServices_Entry_B51D	Direct call from $11:$B392; Direct call from $11:$B3D8		A,P		
11	B52D	BattleActionServices_Entry_B52D	Direct call from $11:$88EA		P		
11	B60C	BattleActionServices_Entry_B60C	Direct call from $11:$B5CA		P		
11	B651	BattleActionServices_Entry_B651	Pointer $11:$A5B4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$8E	$B91C
11	B659	BattleActionServices_Entry_B659	Pointer $11:$A5B8 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)	A	A,P	$72E4	
11	B666	BattleActionServices_Entry_B666	Pointer $11:$A5BA (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B693	BattleActionServices_Entry_B693	Pointer $11:$A5BC (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
11	B6DB	BattleActionServices_Entry_B6DB	Pointer $11:$A5BE (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5F4 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C); Pointer $11:$A5F6 (266-entry battle-action dispatch table consumed through the indirect jump at $8CFC-$8D0C)		P		
