Bank	Address	Name	CallingConvention	RegisterInputs	RegisterOutputs	DirectMemoryWrites	Calls
1E	B7D6	MapInteractionSystem_Entry_B7D6	Direct call from $1E:$B67C	A,X	A,P,X		$B7F2
1E	B7F2	MapInteractionSystem_Entry_B7F2	Direct call from $1E:$B7CD; Direct call from $1E:$B7EC; Direct call from $1E:$B82B; Direct call from $1E:$B842	A,X	A,P,X,Y	$00,$01,$02,$5F,$60,$7140	$9E92,$9F40,$C727
1E	B7F6	MapInteractionSystem_Entry_B7F6	Direct call from $1E:$B8A5; Direct call from $1E:$BAA1	A,X	A,P,X,Y	$00,$01,$02,$5F,$60,$7140	$9E92,$9F40,$C727
1E	B807	MapInteractionSystem_Entry_B807	Direct ROM analysis: Coherent map-interaction handler family after the terminal JMP at $B804 and branching into existing code at $BA04; Pointer $1E:$BC43 (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		A,P		$B3EA,$B731,$B791,$B79C
1E	B81B	MapInteractionSystem_Entry_B81B	Direct ROM analysis: Coherent adjacent map-interaction handler after RTS $B81A; Pointer $1E:$BC45 (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		A,P		$B3EA,$B791
1E	B830	MapInteractionSystem_Entry_B830	Direct ROM analysis: Coherent BRK-based map-interaction handler after RTS $B82F; Pointer $1E:$BC62 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B868	MapInteractionSystem_Entry_B868	Direct ROM analysis: Coherent BRK-based handler falling into the decoded carry-return block at $B87A; Pointer $1E:$BC3F (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		P		
1E	B86F	MapInteractionSystem_Entry_B86F	Direct ROM analysis: Dormant alternate BRK path skipped by the forced branch at $B86D and rejoining at $B874; Pointer $1E:$BC41 (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		P		
1E	B87C	MapInteractionSystem_Entry_B87C	Direct ROM analysis: Coherent map-interaction handler after the carry-return block at $B87A-$B87B; Pointer $1E:$BC64 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		A,P		
1E	B8AD	MapInteractionSystem_Entry_B8AD	Direct ROM analysis: Coherent map-interaction handler after the terminal failure jump at $B8AA; Pointer $1E:$BC66 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)	A	A,P,X,Y		$D3E6
1E	B8D5	MapInteractionSystem_Entry_B8D5	Direct ROM analysis: Compact two-service map-interaction handler after RTS $B8D4; Pointer $1E:$BC68 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B8DD	MapInteractionSystem_Entry_B8DD	Direct ROM analysis: Coherent parameterized map-interaction handler after RTS $B8DC; Pointer $1E:$BC6C (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B8F7	MapInteractionSystem_Entry_B8F7	Direct ROM analysis: Independent parameterized map-interaction handler after RTS $B8F6; Pointer $1E:$BC49 (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		P		
1E	B90A	MapInteractionSystem_Entry_B90A	Direct ROM analysis: Coherent adjacent map-interaction handler after RTS $B909; Pointer $1E:$BC4B (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)		A,P		$B5A3
1E	B917	MapInteractionSystem_Entry_B917	Direct ROM analysis: Coherent map-condition handler after RTS $B916 and ending through shared failure jumps; Pointer $1E:$BC6A (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		A,P		
1E	B930	MapInteractionSystem_Entry_B930	Direct ROM analysis: Dormant alternate path skipped by the forced branch at $B92E and rejoining shared success/failure code; Pointer $1E:$BC76 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B94B	MapInteractionSystem_Entry_B94B	Direct ROM analysis: Coherent map-condition handler after the shared failure jumps and converging on success code at $B9A9; Pointer $1E:$BC6E (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		A,P		
1E	B964	MapInteractionSystem_Entry_B964	Direct ROM analysis: Dormant parallel condition handler skipped by the forced branch at $B962; Pointer $1E:$BC70 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		A,P		
1E	B97D	MapInteractionSystem_Entry_B97D	Direct ROM analysis: Final dormant condition handler converging on the shared success path at $B9A3; Pointer $1E:$BC72 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		A,P		
1E	B9B1	MapInteractionSystem_Entry_B9B1	Direct ROM analysis: Coherent map-interaction handler after RTS $B9B0; Pointer $1E:$BC74 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B9D1	MapInteractionSystem_Entry_B9D1	Direct ROM analysis: Coherent chapter-specific map handler after RTS $B9D0 and converging on existing code at $BA04/$BA0E; Pointer $1E:$BC78 (Twelve-entry map-object handler table selected by IDs $BC56-$BC61 and dispatched through $0000 at $B54D)		P		
1E	B9ED	MapInteractionSystem_Entry_B9ED	Direct ROM analysis: Dormant chapter-specific alternate skipped by the forced branch at $B9EB and rejoining at $BA0E; Pointer $1E:$BC47 (Eight-entry signed map-event handler table selected by keys $BC35-$BC3C and dispatched through $0000 at $B476)	A	A,P	$627A,$F9	$B3EA
1E	BA41	MapInteractionSystem_Entry_BA41	Direct call from $1E:$B8C9	A,X,Y	A,P,X,Y	$00,$0201+X,$0203+X	$C90C
1E	BAD7	MapInteractionSystem_Entry_BAD7	Direct call from $1E:$BAF4; Direct call from $1E:$BB07	A,X	A,P,X,Y		$81AE,$D251
1E	BAEA	MapInteractionSystem_Entry_BAEA	Direct call from $1E:$80EA	A	P		$83D9,$BAD7
1E	BAFF	MapInteractionSystem_Entry_BAFF	Inline service continuation: Code resumes after BRK service $07,$6F,$43 at $BAFB and tail-jumps to $BB52	A	A,P,X	$F9	$B71E
1E	BB07	MapInteractionSystem_Entry_BB07	Direct call from $1E:$B519	A,X	A,P,X	$00,$01	$BAD7
1E	BB0D	MapInteractionSystem_Entry_BB0D	Direct call from $1E:$B4ED	A,X	A,P,X	$00,$01	$83D9
1E	BB2E	MapInteractionSystem_Entry_BB2E	Pointer $1E:$BBAE (Four-entry map-interaction handler table selected by keys $BBAA-$BBAD and dispatched through $0000 at $BB2B)		P		
1E	BB3B	MapInteractionSystem_Entry_BB3B	Pointer $1E:$BBB0 (Four-entry map-interaction handler table selected by keys $BBAA-$BBAD and dispatched through $0000 at $BB2B)		P		
1E	BB48	MapInteractionSystem_Entry_BB48	Pointer $1E:$BBB4 (Four-entry map-interaction handler table selected by keys $BBAA-$BBAD and dispatched through $0000 at $BB2B)	A	A,P,X		
1E	BB52	MapInteractionSystem_Entry_BB52	Pointer $1E:$BBB2 (Four-entry map-interaction handler table selected by keys $BBAA-$BBAD and dispatched through $0000 at $BB2B)	A	A,P,X		
1E	BBA6	MapInteractionSystem_Entry_BBA6	Direct ROM analysis: Dormant selector branch skipped by the forced branch at $BBA4 and rejoining the dispatch tail at $BB9B		P,X		
1E	BBE9	MapInteractionSystem_Entry_BBE9	Pointer $1E:$8080 (72-entry map and entity interaction service directory)	A,X,Y	A,P,X,Y		$B72E,$B791,$B7B2
1E	BC1E	MapInteractionSystem_Entry_BC1E	Pointer $1E:$808E (72-entry map and entity interaction service directory)	A	P	$51	
1E	BC20	MapInteractionSystem_Entry_BC20	Direct call from $1E:$B42F		P		
1E	BC7A	MapInteractionSystem_Entry_BC7A	Direct call from $1E:$BB31; Direct call from $1E:$BB3E	A,X,Y	A,P,X,Y	$6273+Y	$B5A3,$BCAA
1E	BCAA	MapInteractionSystem_Entry_BCAA	Direct call from $1E:$BC7A	X,Y	A,P,X,Y	$00,$01	
1F	C001	FixedTrampoline00	Direct ROM analysis: Fixed-bank JMP trampoline 00; Direct call from $1D:$B99B; Direct call from $1E:$891C	A	A,P	$07CA,$6CDC,$6CDD	
1F	C004	FixedTrampoline01	Direct ROM analysis: Fixed-bank JMP trampoline 01; Direct call from $1D:$ADDC; Direct call from $1E:$8730; Direct call from $1E:$9097; Direct call from $1E:$90AF	A	A,P	$07CA,$6CDC,$6CDD	
1F	C007	FixedTrampoline02	Direct ROM analysis: Fixed-bank JMP trampoline 02; Direct call from $1D:$A176; Direct call from $1E:$8557; Direct call from $1E:$8589; Direct call from $1E:$86F6; Direct call from $1F:$CDD5	A	A,P	$07CA,$6CDC,$6CDD	
1F	C00A	FixedTrampoline03	Direct ROM analysis: Fixed-bank JMP trampoline 03; Direct call from $1B:$A4D7; Direct call from $1E:$9592	A	A,P	$07CA,$6CDC,$6CDD	
1F	C00D	FixedTrampoline04	Direct ROM analysis: Fixed-bank JMP trampoline 04	A	A,P	$07CA,$6CDC,$6CDD	
1F	C010	FixedTrampoline05	Direct ROM analysis: Fixed-bank JMP trampoline 05; Direct call from $1E:$8554; Direct call from $1E:$86F3; Direct call from $1E:$AABE; Direct call from $1E:$AAC1; Direct call from $1E:$AAC4	A	A,P	$07CA,$6CDC,$6CDD	
1F	C013	FixedTrampoline06	Direct ROM analysis: Fixed-bank JMP trampoline 06; Direct call from $1E:$858C; Direct call from $1E:$86FC	A	A,P	$07CA,$6CDC,$6CDD	
1F	C016	FixedTrampoline07	Direct ROM analysis: Fixed-bank JMP trampoline 07; Direct call from $1D:$ADD8; Direct call from $1E:$872C; Direct call from $1E:$9090; Direct call from $1E:$90AB	A	A,P	$07CA,$6CDC,$6CDD	
1F	C019	FixedTrampoline08	Direct ROM analysis: Fixed-bank JMP trampoline 08; Direct call from $1F:$C1AD	A	A,P,X,Y	$4004,$400C,$6E86,$B0,$B4,$BD	$E739,$E77C,$EEE2,$F0E3,$F0F6,$FF94
1F	C01C	FixedTrampoline09	Direct ROM analysis: Fixed-bank JMP trampoline 09	A	A,P	$4001,$4005,$4015,$4017,$BB,$BD	$EF5B
1F	C01F	FixedTrampoline0A	Direct ROM analysis: Fixed-bank JMP trampoline 0A	A,X,Y	A,P,X,Y	$00,$00B1+Y,$00B5+Y,$01,$0620+X,$0621+X,$0628,$0629,$062A+X,$062B+X,$0632,$0633,$063C+X,$063D+X,$0644,$0645,$064B+Y,$064F,$23,$24,$4001,$4005,$4008,$4010,$4015,$4017,$6BF9,$6BFA,$6BFB,$6BFC,$6BFD+X,$6BFE+X,$6C09+Y,$A4,$A5,$A6,$A6+X,$A7,$A7+X,$AC,$AD,$AE,$AF,$B0,$BB,$BC,$BD,$BF	$C3CE,$C3EA,$E771,$EF5B,$F07A
1F	C022	FixedTrampoline0B	Direct ROM analysis: Fixed-bank JMP trampoline 0B	A	A,P	$BB	
1F	C025	FixedTrampoline0C	Direct ROM analysis: Fixed-bank JMP trampoline 0C	A,X,Y	A,P,X,Y	$00,$00B1+Y,$00B5+Y,$01,$0620+X,$0621+X,$062A+X,$062B+X,$063C+X,$063D+X,$064B+Y,$23,$24,$4001,$4005,$4008,$4015,$4017,$6BF9,$6BFA,$6BFB,$6BFC,$6BFD+X,$6BFE+X,$6C09+Y,$A4,$A5,$A6,$A6+X,$A7,$A7+X,$AC,$AD,$B0,$BB,$BC,$BD,$BF	$C3CE,$C3EA,$E771,$EF5B,$F07A
1F	C028	FixedTrampoline0D	Direct ROM analysis: Fixed-bank JMP trampoline 0D	A	A,P	$10,$B0	
1F	C02B	FixedTrampoline0E	Direct ROM analysis: Fixed-bank JMP trampoline 0E	A	A,P		$FF74
1F	C02E	FixedTrampoline0F	Direct ROM analysis: Fixed-bank JMP trampoline 0F; Direct call from $1D:$8E15	A	A,P	$07CA,$6CDC,$6CDD	$6CAD,$FF91
1F	C031	FixedTrampoline10	Direct ROM analysis: Fixed-bank JMP trampoline 10; Direct call from $1B:$ACA0	A	A,P	$07CA,$6CDC,$6CDD	
1F	C034	FixedTrampoline11	Direct ROM analysis: Fixed-bank JMP trampoline 11; Direct call from $1B:$B55A	A	A,P	$07CA,$6CDC,$6CDD	
1F	C037	FixedTrampoline12	Direct ROM analysis: Fixed-bank JMP trampoline 12; Direct call from $1B:$AD6B	A	A,P	$07CA,$6CDC,$6CDD	
1F	C03A	FixedTrampoline13	Direct ROM analysis: Fixed-bank JMP trampoline 13; Direct call from $1B:$A7BE	A	A,P	$07CA,$6CDC,$6CDD	
1F	C104	InitializeMmc1	Direct call from $1F:$C09E; Direct call from $1F:$C198	A	A,P	$DFFF,$FFDF	$C118,$C12F
1F	C118	WriteMmc1Control	Direct call from $1F:$C10A; Direct call from $1F:$FF07	A	A,P	$0500,$9FFF	
1F	C12F	WriteMmc1ChrBank0	Direct call from $1F:$C110; Direct call from $1F:$C1A5; Direct call from $1F:$C1AA; Direct call from $1F:$C1D7; Direct call from $1F:$C1EC	A	A,P	$0501,$BFFF	
1F	C15A	NmiHandler	Direct ROM analysis: NMI body installed as JMP $C15A at RAM vector $0502; Pointer $1B:$B344 (Two-entry NMI callback table selected with X=$00/$02 at $B32A-$B341)	A,X,Y	A,P,X,Y	$00+X,$01+X,$0103+X,$0104+X,$0105+X,$0508,$0509,$050A,$050B,$050C,$0513,$0517,$10,$11,$1F,$20,$21,$22,$23,$24,$26,$27,$627B+X,$76,$77,$78,$C221	$0023,$C019,$C104,$C12F,$C222,$C2EA,$C303,$C3BA,$FF91
1F	C222	UpperFixedEngine_Entry_C222	Direct call from $1F:$C178	A,X,Y	A,P,X,Y	$050A,$050B,$1F,$2000,$2006,$2007	
1F	C2EA	UpperFixedEngine_Entry_C2EA	Direct call from $1F:$C17E	A	A,P	$2000,$2001,$2005	
1F	C303	UpperFixedEngine_Entry_C303	Direct call from $1F:$C17B	A	A,P	$2001,$4014	
1F	C3BA	UpperFixedEngine_Entry_C3BA	Direct call from $1F:$C39A; Direct call from $1F:$C3D6	A,X	A,P,X	$24,$25	$FF91
1F	C3CE	UpperFixedEngine_Entry_C3CE	Direct call from $10:$A6EA; Direct call from $12:$977E; Direct call from $14:$BE21; Direct call from $1F:$EFA5	A,X	A,P,X	$00+X,$01+X,$20,$21	$C3BA,$FF91
1F	C3EA	UpperFixedEngine_Entry_C3EA	Direct call from $10:$85F0; Direct call from $10:$864D; Direct call from $10:$86E8; Direct call from $10:$875B; Direct call from $10:$A6B5; Direct call from $10:$A733; Direct call from $10:$A75B; Direct call from $10:$A784; Direct call from $10:$ABB1; Direct call from $12:$81B3; Direct call from $12:$9784; Direct call from $14:$85E3; Direct call from $14:$BD47; Direct call from $14:$BD51; Direct call from $14:$BD8E; Direct call from $14:$BDB4; Direct call from $15:$BFAA; Direct call from $16:$8A36; Direct call from $16:$8A63; Direct call from $16:$8A95; Direct call from $18:$A8A3; Direct call from $1C:$9954; Direct call from $1C:$9B26; Direct call from $1C:$9B30; Direct call from $1F:$DAE0; Direct call from $1F:$DB56; Direct call from $1F:$DB7F; Direct call from $1F:$EFDD	A,X,Y	A,P	$20,$23,$24	$FF91
1F	C408	IrqHandler	CPU vector: IRQ/BRK vector target	A,X,Y	A,P,X,Y	$00+X,$01+X,$0103+X,$0104+X,$0508,$0509,$050A,$050B,$0513,$0517,$1F,$20,$21,$22,$23,$24,$26,$27,$627B+X,$76,$77,$78	$0023,$C3BA,$FF91
1F	C52F	UpperFixedEngine_Entry_C52F	Direct call from $1F:$C96B	A	A,P	$0508,$0509,$050A,$050B,$0513,$1F	
1F	C543	InitializeOamShadow	Direct call from $17:$806C; Direct call from $18:$AE53; Direct call from $1B:$A2D3; Direct call from $1B:$AFFF; Direct call from $1B:$B018; Direct call from $1B:$B0AA; Direct call from $1D:$922D; Direct call from $1D:$942E; Direct call from $1D:$AD73; Direct call from $1F:$C0C1; Direct call from $1F:$C554	A,X	A,P,X	$0200+X	
1F	C54E	UpperFixedEngine_Entry_C54E	Direct call from $11:$80A6; Direct call from $12:$A391; Direct call from $12:$AA22; Direct call from $12:$AAE2; Direct call from $15:$B746; Direct call from $17:$8055; Direct call from $17:$9C0A; Direct call from $18:$AE89; Direct call from $1B:$A104; Direct call from $1B:$A54A; Direct call from $1B:$A77E; Direct call from $1B:$A7B8; Direct call from $1B:$ABC1; Direct call from $1B:$ABF3; Direct call from $1B:$AD60; Direct call from $1B:$B557; Direct call from $1C:$B104; Direct call from $1C:$B7A5; Direct call from $1D:$8DF7; Direct call from $1E:$90A2; Direct call from $1E:$945C; Direct call from $1E:$958F; Direct call from $1E:$A1D5; Direct call from $1E:$A4D5; Direct call from $1E:$A54C	A,Y	A,P,Y	$0506,$1F,$2001	$C543,$C569,$C5AF,$FF74
1F	C569	UpperFixedEngine_Entry_C569	Direct call from $1F:$C0BE; Direct call from $1F:$C551	A,X	P,X	$0400+X	$C575
1F	C575	ClearNametables	Direct call from $1F:$C569	A,X,Y	A,P,X,Y	$2006,$2007	
1F	C58F	UpperFixedEngine_Entry_C58F	Direct call from $12:$AA25; Direct call from $14:$81E1; Direct call from $17:$9238; Direct call from $17:$9399; Direct call from $17:$9C1F; Direct call from $1B:$A53F; Direct call from $1B:$A558; Direct call from $1B:$A742; Direct call from $1B:$AD13; Direct call from $1B:$B56F; Direct call from $1D:$8E0C; Direct call from $1E:$8774; Direct call from $1E:$90E8; Direct call from $1E:$945F; Direct call from $1E:$95AC	A,Y	A,P,Y	$0506,$2001	$C5A8
1F	C592	UpperFixedEngine_Entry_C592	Direct call from $1B:$A12A; Direct call from $1B:$A7D7; Direct call from $1B:$ADB3	A,Y	A,P,Y	$0506,$2001	
1F	C596	UpperFixedEngine_Entry_C596	Direct call from $17:$9C28; Direct call from $1F:$C5AF	A,Y	A,P,Y	$0506,$2001	
1F	C5A8	UpperFixedEngine_Entry_C5A8	Direct call from $1B:$A127; Direct call from $1B:$A7CC; Direct call from $1F:$C58F	A	A,P	$1F	
1F	C5AF	UpperFixedEngine_Entry_C5AF	Direct call from $14:$803F; Direct call from $14:$8132; Direct call from $17:$8A76; Direct call from $17:$920D; Direct call from $17:$9375; Direct call from $17:$9C10; Direct call from $18:$B7A4; Direct call from $1B:$A498; Direct call from $1B:$A4FD; Direct call from $1B:$A54D; Direct call from $1B:$A781; Direct call from $1B:$A7C1; Direct call from $1B:$ACF8; Direct call from $1B:$AE60; Direct call from $1B:$B54F; Direct call from $1D:$8E00; Direct call from $1D:$8E26; Direct call from $1E:$8749; Direct call from $1E:$9093; Direct call from $1E:$90E2; Direct call from $1E:$944C; Direct call from $1E:$9648; Direct call from $1E:$A1D8; Direct call from $1E:$ADDB; Direct call from $1E:$AE04; Direct call from $1F:$C54E	A	A,P	$1F	$C596
1F	C5B9	UpperFixedEngine_Entry_C5B9	Direct call from $11:$BD9D; Direct call from $11:$BDB4; Direct call from $11:$BDD9; Direct call from $12:$9864; Direct call from $12:$9908; Direct call from $12:$A351; Direct call from $12:$A493; Direct call from $14:$8268; Direct call from $14:$830F; Direct call from $14:$831A; Direct call from $14:$8382; Direct call from $14:$8434; Direct call from $14:$843F; Direct call from $14:$84B8; Direct call from $14:$8565; Direct call from $14:$866C; Direct call from $14:$8701; Direct call from $14:$88A2; Direct call from $14:$8A16; Direct call from $14:$8C2A; Direct call from $14:$91F4; Direct call from $14:$A551; Direct call from $14:$A619; Direct call from $14:$A780; Direct call from $1B:$92DF; Direct call from $1B:$A503; Direct call from $1B:$A726; Direct call from $1B:$ADA7; Direct call from $1E:$85DC; Direct call from $1E:$8672; Direct call from $1E:$877D; Direct call from $1E:$9AB4; Direct call from $1E:$9AC3	A,X,Y	A,P,X,Y	$0300+Y,$050A,$050B,$16,$17,$18,$1F	$C5DE,$C90C
1F	C5BF	UpperFixedEngine_Entry_C5BF	Direct call from $12:$97ED; Direct call from $12:$AA28; Direct call from $15:$B75D; Direct call from $17:$8081; Direct call from $17:$8A63; Direct call from $17:$9C41; Direct call from $1B:$A555; Direct call from $1B:$ABD2; Direct call from $1B:$ABFF; Direct call from $1B:$AD2C; Direct call from $1B:$AD41; Direct call from $1B:$B572; Direct call from $1C:$AF5F; Direct call from $1C:$B10F; Direct call from $1C:$B146; Direct call from $1C:$B3B6; Direct call from $1C:$B7B4; Direct call from $1C:$BBD1; Direct call from $1C:$BC9E; Direct call from $1C:$BDB2; Direct call from $1C:$BECB; Direct call from $1D:$8E0F; Direct call from $1D:$8E4C; Direct call from $1D:$A275; Direct call from $1D:$AA0B; Direct call from $1D:$AA6D; Direct call from $1D:$AB77; Direct call from $1D:$AD14; Direct call from $1D:$B062; Direct call from $1D:$B393; Direct call from $1D:$B540; Direct call from $1E:$8C5D; Direct call from $1E:$8F14; Direct call from $1E:$92E6; Direct call from $1E:$A365; Direct call from $1E:$A3D2; Direct call from $1E:$A4DC; Direct call from $1E:$A553	A,X	A,P,X	$16,$17	$C5DE,$C90C
1F	C5C5	UpperFixedEngine_Entry_C5C5	Direct call from $11:$80A3; Direct call from $12:$8732; Direct call from $12:$97D5; Direct call from $12:$A349; Direct call from $12:$AADF; Direct call from $12:$B507; Direct call from $15:$B743; Direct call from $17:$8052; Direct call from $17:$8A5D; Direct call from $17:$9C00; Direct call from $17:$9C25; Direct call from $1B:$8082; Direct call from $1B:$A547; Direct call from $1B:$A754; Direct call from $1B:$A77B; Direct call from $1B:$AB6A; Direct call from $1B:$AC79; Direct call from $1B:$B54C; Direct call from $1C:$B0FC; Direct call from $1C:$B120; Direct call from $1C:$BE6C; Direct call from $1C:$BE98; Direct call from $1D:$8DF4; Direct call from $1D:$8E20; Direct call from $1D:$A25D; Direct call from $1D:$A74B; Direct call from $1D:$A9F1; Direct call from $1D:$AA55; Direct call from $1D:$AB17; Direct call from $1D:$ACFF; Direct call from $1D:$B078; Direct call from $1D:$B37F; Direct call from $1D:$B39C; Direct call from $1D:$B52C; Direct call from $1D:$B971; Direct call from $1E:$86B6; Direct call from $1E:$86D7; Direct call from $1E:$9108; Direct call from $1E:$918F; Direct call from $1E:$929A; Direct call from $1E:$9C0A; Direct call from $1E:$9CEE; Direct call from $1E:$A1D2; Direct call from $1E:$A4E7; Direct call from $1E:$A563; Direct call from $1E:$ADB6; Direct call from $1E:$B014	A,X	A,P,X	$16,$17	$C5DE,$C90C
1F	C5DE	UpperFixedEngine_Entry_C5DE	Direct call from $12:$8A1C; Direct call from $1B:$9165; Direct call from $1B:$A83D; Direct call from $1B:$ADE1; Direct call from $1B:$B0A0; Direct call from $1F:$C5CC	A,X,Y	A,P,X,Y	$0300+Y,$050A,$050B,$18,$1F	
1F	C626	UpperFixedEngine_Entry_C626	Direct call from $12:$97F9; Direct call from $12:$9815; Direct call from $12:$981E; Direct call from $12:$987C; Direct call from $12:$9892; Direct call from $12:$98A1; Direct call from $12:$98BC; Direct call from $12:$9991; Direct call from $1B:$928E; Direct call from $1D:$8CA6; Direct call from $1E:$A80E	A	A,P	$1F	
1F	C62D	UpperFixedEngine_Entry_C62D	Direct call from $14:$82A0; Direct call from $14:$82AB; Direct call from $14:$82C0; Direct call from $14:$8851; Direct call from $14:$8D03; Direct call from $14:$A43D; Direct call from $14:$A8D9; Direct call from $14:$B0F6; Direct call from $16:$8134; Direct call from $16:$81A5; Direct call from $16:$83EC; Direct call from $16:$9C1C; Direct call from $17:$807B; Direct call from $17:$80FA; Direct call from $17:$842A; Direct call from $17:$885B; Direct call from $17:$886A; Direct call from $17:$899E; Direct call from $17:$8B0F; Direct call from $17:$8BAF; Direct call from $17:$9274; Direct call from $18:$AAD3; Direct call from $18:$ACDF; Direct call from $18:$AECC; Direct call from $18:$AFAF; Direct call from $18:$B19E; Direct call from $18:$B1CA; Direct call from $18:$B1FA; Direct call from $18:$B80B; Direct call from $1B:$87CA; Direct call from $1B:$9307; Direct call from $1B:$9EAB; Direct call from $1D:$904E; Direct call from $1D:$A106; Direct call from $1D:$BA01; Direct call from $1D:$BBF4; Direct call from $1D:$BC03; Direct call from $1D:$BC09; Direct call from $1D:$BDB4; Direct call from $1E:$87CE	A	A,P	$12,$1F	$C913
1F	C636	UpperFixedEngine_Entry_C636	Direct call from $17:$9CE7; Direct call from $17:$9CF5; Direct call from $17:$9D7C; Direct call from $17:$9D95	A,X	A,P,X	$0300+X,$050A,$050B,$1C,$1D	
1F	C65A	UpperFixedEngine_Entry_C65A	Direct call from $12:$863E; Direct call from $12:$BADE; Direct call from $12:$BAE6; Direct call from $12:$BAF6; Direct call from $14:$B00F; Direct call from $16:$81A2; Direct call from $16:$9C72; Direct call from $16:$A355; Direct call from $17:$8272; Direct call from $17:$829D; Direct call from $17:$8420; Direct call from $17:$8462; Direct call from $17:$8468; Direct call from $17:$846F; Direct call from $17:$8C16; Direct call from $17:$8C4F; Direct call from $17:$8C5B; Direct call from $17:$8E86; Direct call from $17:$8E8D; Direct call from $17:$8E94; Direct call from $17:$8E9B; Direct call from $18:$AD0E; Direct call from $18:$AD3B; Direct call from $18:$B194	A,X	A,P,X	$0300+X,$050A,$050B,$1C,$1D,$1E	$C662
1F	C662	UpperFixedEngine_Entry_C662	Direct call from $18:$B126; Direct call from $1B:$925A; Direct call from $1B:$9FA2; Direct call from $1C:$BE27; Direct call from $1D:$A61A; Direct call from $1D:$BD98; Direct call from $1E:$881E; Direct call from $1E:$A869; Direct call from $1E:$A89E; Direct call from $1E:$A8B0; Direct call from $1F:$C65C; Direct call from $1F:$C72B; Direct call from $1F:$F282	A	A,P	$1C,$1D	
1F	C6BF	UpperFixedEngine_Entry_C6BF	Direct call from $1D:$BEA8; Direct call from $1E:$A988	A,X	A,P,X	$0400+X,$0B,$0C,$0D,$0E,$0F,$1C,$1D	
1F	C6C3	UpperFixedEngine_Entry_C6C3	Direct call from $1F:$C72E	A,X	A,P,X	$0400+X,$0B,$0C,$0D,$0E,$0F,$1C,$1D	
1F	C727	UpperFixedEngine_Entry_C727	Direct call from $12:$983B; Direct call from $12:$9850; Direct call from $12:$9875; Direct call from $12:$998A; Direct call from $14:$A8C1; Direct call from $1E:$9F3A	A,X	A,P,X	$0300+X,$050A,$050B,$0D,$1C,$1D,$1E	$C662,$C6C3
1F	C73E	UpperFixedEngine_Entry_C73E	Direct call from $14:$83F7; Direct call from $14:$895F; Direct call from $14:$8991; Direct call from $14:$89BB; Direct call from $14:$89D4; Direct call from $14:$8C14; Direct call from $14:$8C51; Direct call from $14:$8C7D; Direct call from $14:$8CC0; Direct call from $14:$9073; Direct call from $14:$90AD; Direct call from $14:$919C; Direct call from $14:$91E1; Direct call from $14:$996B; Direct call from $14:$9A7C; Direct call from $14:$9B77; Direct call from $14:$9C29; Direct call from $14:$9C3D; Direct call from $14:$A108; Direct call from $14:$A456; Direct call from $14:$AA2D; Direct call from $14:$AEFC; Direct call from $14:$AFDD; Direct call from $1E:$8DB5; Direct call from $1E:$8DC2; Direct call from $1E:$8DD6; Direct call from $1E:$8DE3; Direct call from $1E:$8E14; Direct call from $1E:$8E34	A,X,Y	A,P,X,Y	$0200+Y,$0201+Y,$0202+Y,$0203+Y	$C78C
1F	C770	UpperFixedEngine_Entry_C770	Direct call from $14:$83E7; Direct call from $14:$8AF8; Direct call from $14:$8B1A; Direct call from $14:$8B48; Direct call from $14:$8B91; Direct call from $14:$8BF3; Direct call from $14:$90A1; Direct call from $14:$9176; Direct call from $14:$9A73; Direct call from $14:$9AF8; Direct call from $14:$9C34; Direct call from $14:$A44D; Direct call from $14:$AA0D; Direct call from $14:$AEEE; Direct call from $1E:$8DF1	A,X,Y	A,P,X,Y	$00+X,$01+X,$02+X,$03+X	$C78C
